,name,broad_category,category,description,history,famous_view,image_1,image_2,image_3,image_4,image_5,location,best_time,entry_fee,rating,latitude,longitude,source,search_text
44,Siri Fort Ruins & Forest Grounds,"Open Fields, Gardens & Nature",Historical Fort & Open Field Grounds,Remains of the 14th-century fortified second city of Delhi built by Sultan Alauddin Khilji to repel fierce Mongol invasions.,"Constructed in 1303 AD by Sultan Alauddin Khilji as the second city of Delhi to defend against Mongol hordes led by Targhi. Legend holds that the severed heads (sar) of thousands of defeated Mongol soldiers were embedded into the foundation mortar of the fort walls, giving the fort its name. Today, the massive rubble-masonry ramparts stand within open green wooded parklands adjacent to the Siri Fort Sports Complex.",Thick battlemented rubblestone bastions emerging through wild green wooded walking paths.,images/44/image 1.jpg,images/44/image 2.jpg,images/44/image 3.jpg,images/44/image 4.jpg,images/44/image 5.jpg,"Siri Fort Road, August Kranti Marg, South Delhi",October to March (Morning 6:30 AM – 9:30 AM),Free,4.2,28.552,77.2205,Archaeological Survey of India (ASI),"Name: Siri Fort Ruins & Forest Grounds. Category: Historical Fort & Open Field Grounds. Description: Remains of the 14th-century fortified second city of Delhi built by Sultan Alauddin Khilji to repel fierce Mongol invasions.. Location: Siri Fort Road, August Kranti Marg, South Delhi. Best Time: October to March (Morning 6:30 AM – 9:30 AM)."
45,Akshardham Temple (Swaminarayan Akshardham),Religious & Spiritual,Religious / Cultural Complex,"A monumental Hindu temple complex constructed from pink Rajasthani sandstone and Carrara marble, celebrating Indian spiritual heritage and art.","Inaugurated on 6 November 2005 by Pramukh Swami Maharaj, President A.P.J. Abdul Kalam, and Prime Minister Manmohan Singh. Constructed according to Vastu Shastra and Pancharatra Shastra without using structural steel, the central mandir stands 141 feet high and features 234 ornately carved pillars, 9 domes, and 20,000 murtis of spiritual sages. It houses the Sahaj Anand water show and Hall of Values (Sahajanand Darshan).",Wide reflection view of the 141-foot pink sandstone central mandir reflected in the Narayan Sarovar holy water moat.,images/45/image 1.jpg,images/45/image 2.jpg,images/45/image 3.jpg,images/45/images 4.jpg,images/45/images 5.jpg,"NH 24, Pramukh Swami Maharaj Marg, East Delhi",October to March (Afternoon 3:30 PM to stay for the 7:00 PM Sahaj Anand Water Show),"Free complex entry (Exhibitions ₹250, Musical Fountain ₹90)",4.7,28.6127,77.2773,BAPS Swaminarayan Sanstha / Delhi Tourism,"Name: Akshardham Temple (Swaminarayan Akshardham). Category: Religious / Cultural Complex. Description: A monumental Hindu temple complex constructed from pink Rajasthani sandstone and Carrara marble, celebrating Indian spiritual heritage and art.. Location: NH 24, Pramukh Swami Maharaj Marg, East Delhi. Best Time: October to March (Afternoon 3:30 PM to stay for the 7:00 PM Sahaj Anand Water Show)."
46,Lotus Temple (Bahá'í House of Worship),Religious & Spiritual,Religious / Modern Architecture,"An architectural icon designed in the form of an unfolding white marble lotus flower, open to people of all religious faiths for silent meditation.","Dedicated in December 1986, designed by Iranian-Canadian architect Fariborz Sahba. Constructed using 27 free-standing petals made of pure white Greek Pentelic marble arranged in clusters of three to form nine doors opening into a central hall capable of holding 2,500 people. Surrounded by nine serene blue ponds, it has won numerous international architectural awards for structural engineering.",Symmetrical front pathway framing the white marble lotus petals rising above the tranquil perimeter ponds and manicured lawns.,images/46/image 1.jpg,images/46/image 2.jpg,images/46/image 3.jpg,images/46/image 4.jpg,images/46/image 5.jpg,"Lotus Temple Road, Bahapur, Kalkaji, South Delhi",October to March (9:00 AM – 11:00 AM or 4:00 PM – 5:30 PM; Closed Mondays),Free,4.6,28.5535,77.2588,National Spiritual Assembly of the Bahá'ís of India,"Name: Lotus Temple (Bahá'í House of Worship). Category: Religious / Modern Architecture. Description: An architectural icon designed in the form of an unfolding white marble lotus flower, open to people of all religious faiths for silent meditation.. Location: Lotus Temple Road, Bahapur, Kalkaji, South Delhi. Best Time: October to March (9:00 AM – 11:00 AM or 4:00 PM – 5:30 PM; Closed Mondays)."
47,Gurudwara Bangla Sahib,Religious & Spiritual,Religious / Sikh Heritage & Holy Sarovar,"One of the most prominent Sikh gurdwaras in India, renowned for its golden dome, holy healing Sarovar pool, and non-stop community kitchen (Langar).","Originally the 17th-century royal palace bungalow (haveli) of Raja Jai Singh of Amber, known as Jaisinghpura Palace. In 1664, the Eighth Sikh Guru, Guru Har Krishan Ji, resided here during a smallpox and cholera epidemic, providing clean well-water to heal afflicted citizens before contracting the illness himself. Sardar Baghel Singh built the shrine in 1783 following the capture of Delhi.",The gleaming 24-karat gold-plated main dome and white marble sanctum reflected in the shimmering waters of the holy Sarovar at night.,images/47/image_1.jpg,images/47/image_2.jpg,images/47/image_3.jpg,images/47/image_4.jpg,images/47/image_5.jpg,"Ashoka Road, Connaught Place, New Delhi",Open 24 hours (Early morning 5:00 AM or evening Amritvela under floodlights),Free (Includes community langar meal),4.8,28.6265,77.2091,Delhi Sikh Gurdwara Management Committee (DSGMC),"Name: Gurudwara Bangla Sahib. Category: Religious / Sikh Heritage & Holy Sarovar. Description: One of the most prominent Sikh gurdwaras in India, renowned for its golden dome, holy healing Sarovar pool, and non-stop community kitchen (Langar).. Location: Ashoka Road, Connaught Place, New Delhi. Best Time: Open 24 hours (Early morning 5:00 AM or evening Amritvela under floodlights)."
48,Jama Masjid (Masjid-i-Jahan-Numa),Religious & Spiritual,Religious / Mughal Heritage Mosque,"One of the largest and most magnificent mosques in India, featuring three grand marble domes, two 40-meter minarets, and a courtyard holding 25,000 worshippers.","Commissioned in 1650 by Emperor Shah Jahan and inaugurated in 1656 by Syed Abdul Ghafoor Shah Bukhari, whom the Emperor invited from Bukhara to serve as the Shahi Imam. Built by 5,000 workers at a cost of 1 million rupees, it was designed with red sandstone and white marble strips, positioned atop a high natural rocky hill (Bhojla Pahari) overlooking Shahjahanabad.",Elevated panorama from the southern minaret looking down across the sprawling marble courtyard toward the Red Fort ramparts.,images/48/Image_1.jpg,images/48/Image_2.jpg,images/48/Image_3.jpg,images/48/Image_4.jpg,images/48/Image_5.jpg,"Chandni Chowk, Old Delhi",October to March (Early morning 7:30 AM – 11:30 AM outside prayer hours),Free (Camera fee ₹300; Minaret climb ₹100),4.6,28.6507,77.2334,Archaeological Survey of India / Delhi Waqf Board,"Name: Jama Masjid (Masjid-i-Jahan-Numa). Category: Religious / Mughal Heritage Mosque. Description: One of the largest and most magnificent mosques in India, featuring three grand marble domes, two 40-meter minarets, and a courtyard holding 25,000 worshippers.. Location: Chandni Chowk, Old Delhi. Best Time: October to March (Early morning 7:30 AM – 11:30 AM outside prayer hours)."
49,Gurudwara Sis Ganj Sahib,Religious & Spiritual,Religious / Sikh Historic Shrine,"A historic Sikh gurdwara in Chandni Chowk marking the site of the 1675 martyrdom of the Ninth Sikh Guru, Guru Tegh Bahadur.","Established in 1783 by Sikh military general Sardar Baghel Singh to commemorate the supreme sacrifice of the Ninth Guru, Guru Tegh Bahadur Ji, who was publicly martyred on 11 November 1675 under Mughal Emperor Aurangzeb for defending the religious freedom of Kashmiri Pandits. The trunk of the banyan tree beneath which the Guru was martyred and the well used during his imprisonment are conserved inside.",Golden dome and marble facade facing the bustling pedestrianized promenade of Chandni Chowk.,images/49/Image_1.jpg,images/49/Image_2.jpg,images/49/Image_3.jpg,images/49/Image_4.jpg,images/49/Image_5.jpg,"Chandni Chowk, Old Delhi",October to March (Morning 7:00 AM – 10:00 AM),Free,4.7,28.6558,77.2312,Delhi Sikh Gurdwara Management Committee (DSGMC),"Name: Gurudwara Sis Ganj Sahib. Category: Religious / Sikh Historic Shrine. Description: A historic Sikh gurdwara in Chandni Chowk marking the site of the 1675 martyrdom of the Ninth Sikh Guru, Guru Tegh Bahadur.. Location: Chandni Chowk, Old Delhi. Best Time: October to March (Morning 7:00 AM – 10:00 AM)."
50,India Gate (All India War Memorial),Memorials & Museums,Memorial / National Landmark,"A 42-meter high triumphal archway honoring 84,000 soldiers of the British Indian Army who gave their lives in World War I and the Third Anglo-Afghan War.","Designed by Sir Edwin Lutyens, its foundation stone was laid on 10 February 1921 by Prince Arthur, Duke of Connaught, and inaugurated in February 1931 by Viceroy Lord Irwin. Its red Bharatpur stone walls are inscribed with 13,300 fallen soldiers' names. In 1972, following the Indo-Pakistani War of 1971, the Amar Jawan Jyoti eternal flame was installed beneath the arch by Prime Minister Indira Gandhi.",Centred frontal view looking straight down the illuminated Kartavya Path axis with the 42-meter arch glowing against the evening sky.,images/50/Image_1.jpg,images/50/Image_2.jpg,images/50/Image_3.jpg,images/50/Image_4.jpg,images/50/Image_5.jpg,"Kartavya Path, Central New Delhi",October to March (Evenings 6:00 PM – 9:30 PM for illumination and cool breeze),Free,4.6,28.6129,77.2295,Ministry of Housing and Urban Affairs / Delhi Tourism,"Name: India Gate (All India War Memorial). Category: Memorial / National Landmark. Description: A 42-meter high triumphal archway honoring 84,000 soldiers of the British Indian Army who gave their lives in World War I and the Third Anglo-Afghan War.. Location: Kartavya Path, Central New Delhi. Best Time: October to March (Evenings 6:00 PM – 9:30 PM for illumination and cool breeze)."
51,National War Memorial (Rashtriya Samar Smarak),Memorials & Museums,Memorial / Military Heritage,A 40-acre national monument honoring all armed forces personnel who made the supreme sacrifice in post-independence conflicts.,"Dedicated to the nation on 25 February 2019 by Prime Minister Narendra Modi. Designed as four concentric circular chakras representing values of the armed forces: Amar Chakra (Circle of Immortality with eternal flame), Veerta Chakra (Circle of Bravery with bronze battle murals), Tyag Chakra (Circle of Sacrifice inscribed with 26,000+ martyrs' names), and Raksha Chakra (Circle of Protection ringed by 600 trees).",The 15.5-meter central stone obelisk and eternal flame viewed at dusk through the concentric granite Tyag Chakra walls.,images/51/Image_1.jpg,images/51/Image_2.jpg,images/51/Image_3.jpg,images/51/Image_4.jpg,images/51/Image_5.jpg,"C-Hexagon, India Gate Complex, New Delhi",October to March (Sunset retreat ceremony with military buglers at 5:30 PM),Free,4.7,28.6128,77.2293,Integrated Defence Staff / Ministry of Defence,"Name: National War Memorial (Rashtriya Samar Smarak). Category: Memorial / Military Heritage. Description: A 40-acre national monument honoring all armed forces personnel who made the supreme sacrifice in post-independence conflicts.. Location: C-Hexagon, India Gate Complex, New Delhi. Best Time: October to March (Sunset retreat ceremony with military buglers at 5:30 PM)."
52,Birla Mandir (Laxminarayan Temple),Religious & Spiritual,Religious / Hindu Heritage Temple,A magnificent red-sandstone and marble temple inaugurated by Mahatma Gandhi under the condition that all castes and communities be permitted entry.,"Built between 1933 and 1939 by industrialist Baldeo Das Birla and his sons Jugal Kishore Birla, designed by architect Sris Chandra Chatterjee in the Orissan Nagara style. Inaugurated by Mahatma Gandhi on 18 March 1939 on the explicit condition that the temple doors be open to all individuals irrespective of religion or caste.",Front multi-tiered Orissan Nagara stone shikhara towers rising above the ornamental temple fountain gardens.,images/52/Image_1.jpg,images/52/Image_2.jpg,images/52/Image_3.jpg,images/52/Image_4.jpg,images/52/Image_5.jpg,"Mandir Marg, Near Connaught Place, New Delhi",October to March (Morning 6:00 AM – 11:30 AM or Evening Aarti 6:30 PM),Free,4.5,28.6328,77.1987,Birla Mandir Trust / Delhi Tourism,"Name: Birla Mandir (Laxminarayan Temple). Category: Religious / Hindu Heritage Temple. Description: A magnificent red-sandstone and marble temple inaugurated by Mahatma Gandhi under the condition that all castes and communities be permitted entry.. Location: Mandir Marg, Near Connaught Place, New Delhi. Best Time: October to March (Morning 6:00 AM – 11:30 AM or Evening Aarti 6:30 PM)."
53,Chhatarpur Temple (Shri Adhya Katyayani Shaktipith),Religious & Spiritual,Religious / Hindu Temple Complex,"A massive 70-acre temple complex dedicated to Goddess Katyayani, constructed entirely from white marble with monumental deity statues.","Established in 1974 by spiritual guru Baba Sant Nagpal Ji. Before the completion of Akshardham in 2005, it stood as the largest temple complex in India. The sanctum features intricate marble carving inspired by South and North Indian temple styles and houses a massive 101-foot tall statue of Lord Hanuman overlooking the sprawling grounds.",The towering 101-foot Hanuman statue standing tall against the horizon adjacent to the white marble temple shikhara.,images/53/Image_1.jpg,images/53/Image_2.jpg,images/53/Image_3.jpg,images/53/Image_4.jpg,images/53/Image_5.jpg,"Main Chhatarpur Road, South Delhi",October to March (Especially during Navratri festivals),Free,4.6,28.5031,77.1756,Shri Adhya Katyayani Shaktipeeth Trust,"Name: Chhatarpur Temple (Shri Adhya Katyayani Shaktipith). Category: Religious / Hindu Temple Complex. Description: A massive 70-acre temple complex dedicated to Goddess Katyayani, constructed entirely from white marble with monumental deity statues.. Location: Main Chhatarpur Road, South Delhi. Best Time: October to March (Especially during Navratri festivals)."
54,ISKCON Temple Delhi (Sri Sri Radha Parthasarathi Mandir),Religious & Spiritual,Religious / Vaishnava Temple,"A grand hilltop Vedic temple complex and museum of Vedic culture featuring 90-foot tall towers, mechanized robotic dioramas, and pure vegetarian dining.","Inaugurated on 5 April 1998 by Prime Minister Atal Bihari Vajpayee. Designed by architect Achyut Kanvinde on Hare Krishna Hills in East of Kailash, it integrates modern red-brick latticework with classical shikharas. It houses the Glory of India Vedic Cultural Centre featuring high-tech multimedia presentations of the Bhagavad Gita and the world's largest printed Bhagavad Gita (Astounding Gita).",The hilltop tiered shikharas illuminated in purple and gold floodlights against the night sky during evening Aarti.,images/54/Image_1.jpg,images/54/Image_2.jpg,images/54/Image_3.jpg,images/54/Image_4.jpg,images/54/Image_5.jpg,"Hare Krishna Hills, Sant Nagar, East of Kailash, South Delhi",October to March (Evening Aarti 7:00 PM with kirtan),Free complex entry (Vedic Expo shows ticketed separately),4.6,28.5539,77.253,ISKCON Delhi,"Name: ISKCON Temple Delhi (Sri Sri Radha Parthasarathi Mandir). Category: Religious / Vaishnava Temple. Description: A grand hilltop Vedic temple complex and museum of Vedic culture featuring 90-foot tall towers, mechanized robotic dioramas, and pure vegetarian dining.. Location: Hare Krishna Hills, Sant Nagar, East of Kailash, South Delhi. Best Time: October to March (Evening Aarti 7:00 PM with kirtan)."
55,Nizamuddin Dargah,Religious & Spiritual,Religious / Sufi Shrine & Musical Heritage,"The sacred 14th-century mausoleum of world-renowned Sufi saint Hazrat Nizamuddin Auliya and poet Amir Khusrau, celebrated for Thursday Qawwali sessions.","The revered dargah marks the resting place of Sufi saint Hazrat Nizamuddin Auliya (1238–1325 AD) of the Chishti Order, who preached tolerance and divine love. Constructed in 1325 and expanded by Mughal rulers, the courtyard also houses the marble tombs of poet Amir Khusrau (father of Qawwali and Hindavi poetry) and Mughal princess Jahanara Begum. Its mystical Sufi music traditions have continued uninterrupted for 700 years.",Intimate courtyard gathering under shimmering chandeliers listening to traditional Qawwali singers at twilight.,images/55/Image_1.jpg,images/55/Image_2.jpg,images/55/Image_3.jpg,images/55/Image_4.jpg,images/55/Image_5.jpg,"Nizamuddin West, South East Delhi",Thursday evenings (6:00 PM – 9:00 PM for live Sufi Qawwali sessions),Free,4.6,28.5913,77.243,Dargah Nizamuddin Management Committee / Delhi Tourism,"Name: Nizamuddin Dargah. Category: Religious / Sufi Shrine & Musical Heritage. Description: The sacred 14th-century mausoleum of world-renowned Sufi saint Hazrat Nizamuddin Auliya and poet Amir Khusrau, celebrated for Thursday Qawwali sessions.. Location: Nizamuddin West, South East Delhi. Best Time: Thursday evenings (6:00 PM – 9:00 PM for live Sufi Qawwali sessions)."
56,Hanuman Mandir (Connaught Place),Religious & Spiritual,Religious / Ancient Hindu Temple,"An ancient temple dedicated to Lord Hanuman, holding a Guinness World Record for continuous 24-hour chanting of the 'Sri Ram Jai Ram Jai Jai Ram' mantra.","Believed to be one of five historic temples founded by the Pandavas following the Mahabharata War. Reconstructed in 1724 by Maharaja Jai Singh II of Jaipur alongside the construction of Jantar Mantar. Since 1 August 1964, the temple has maintained unbroken, continuous 24-hour chanting of the sacred mantra, recognized by the Guinness Book of World Records.",The ornate silver-embossed sanctum entrance with morning devotees offering marigold garlands and vermilion.,images/56/Image_1.jpg,images/56/Image_2.jpg,images/56/Image_3.jpg,images/56/Image_4.jpg,images/56/Image_5.jpg,"Baba Kharak Singh Marg, Connaught Place, New Delhi",Tuesdays and Saturdays (Early morning 6:00 AM – 9:00 AM),Free,4.6,28.6287,77.2145,Shri Hanuman Mandir Prabandhak Committee,"Name: Hanuman Mandir (Connaught Place). Category: Religious / Ancient Hindu Temple. Description: An ancient temple dedicated to Lord Hanuman, holding a Guinness World Record for continuous 24-hour chanting of the 'Sri Ram Jai Ram Jai Jai Ram' mantra.. Location: Baba Kharak Singh Marg, Connaught Place, New Delhi. Best Time: Tuesdays and Saturdays (Early morning 6:00 AM – 9:00 AM)."
57,Cathedral Church of the Redemption,Religious & Spiritual,Religious / Colonial Heritage Architecture,"A magnificent 1930s Anglican cathedral designed by Henry Medd with striking barrel-vaulted ceilings, stone arches, and pipe organs.","Built between 1927 and 1931, designed by British architect Henry Medd who won the Viceroy's design competition. Opened for public worship on 18 January 1931 by Viceroy Lord Irwin. Designed to keep the interior cool during harsh Delhi summers with thick red sandstone arches and recessed windows, it features an oil replica of Caravaggio's 'The Entombment of Christ' presented by Lord Irwin.",The soaring barrel-vaulted sandstone nave leading towards the illuminated marble high altar and stained-glass windows.,images/57/Image_1.jpg,images/57/Image_2.jpg,images/57/Image_3.jpg,images/57/Image_4.jpg,images/57/Image_5.jpg,"1 Church Road, North Avenue, Near Rashtrapati Bhavan, New Delhi",October to March (Sunday morning choir service 9:00 AM or Christmas),Free,4.4,28.6175,77.208,Church of North India (CNI) / Delhi Diocese,"Name: Cathedral Church of the Redemption. Category: Religious / Colonial Heritage Architecture. Description: A magnificent 1930s Anglican cathedral designed by Henry Medd with striking barrel-vaulted ceilings, stone arches, and pipe organs.. Location: 1 Church Road, North Avenue, Near Rashtrapati Bhavan, New Delhi. Best Time: October to March (Sunday morning choir service 9:00 AM or Christmas)."
58,Sacred Heart Cathedral,Religious & Spiritual,Religious / Italianate Catholic Cathedral,"One of Delhi's oldest and most prominent Roman Catholic cathedrals, renowned for Italian architecture, white marble altars, and Easter/Christmas vigils.","Designed by celebrated Italian architect Henry Medd in 1930, its construction was funded through initiatives by the Archbishop of Agra and British authorities. The cathedral features an imposing facade with white ionic pillars, a towering curved belfry, and a canopy supported by carved marble columns donated by the Count of Sir Francis. It remains the seat of the Archdiocese of Delhi.",The majestic classical Italianate exterior facade and bell tower framed by pine trees during Christmas evening lighting.,images/58/Image_1.jpg,images/58/Image_2.jpg,images/58/Image_3.jpg,images/58/Image_4.jpg,images/58/Image_5.jpg,"1 Ashok Place, Near Gol Dak Khana, Connaught Place, New Delhi",October to March (Sunday mass or December Christmas week),Free,4.5,28.6247,77.2062,Archdiocese of Delhi / Delhi Tourism,"Name: Sacred Heart Cathedral. Category: Religious / Italianate Catholic Cathedral. Description: One of Delhi's oldest and most prominent Roman Catholic cathedrals, renowned for Italian architecture, white marble altars, and Easter/Christmas vigils.. Location: 1 Ashok Place, Near Gol Dak Khana, Connaught Place, New Delhi. Best Time: October to March (Sunday mass or December Christmas week)."
59,St. James' Church (Skinner's Church),Religious & Spiritual,Religious / Oldest Church in Delhi,"The oldest surviving church in Delhi, built in 1836 in a Neoclassical Greek-cross plan with an octagonal dome and copper sphere cross.","Commissioned by Colonel James Skinner of the famed 'Skinner's Horse' cavalry regiment. Skinner made a vow on the battlefield in 1800 while lying wounded that if he survived, he would build a church to God. Designed by Major Robert Smith and consecrated in 1836, the church survived intense bombardments during the 1857 Rebellion and houses historical brass plaques and Skinner's family vault.",The grand pale-yellow Greek Neoclassical portico and octagonal dome viewed from the church courtyard gardens.,images/59/Image_1.jpg,images/59/Image_2.jpg,images/59/Image_3.jpg,images/59/Image_4.jpg,images/59/Image_5.jpg,"Lothian Road, Near Kashmere Gate Metro, Old Delhi",October to March (Sunday mornings 8:30 AM – 11:30 AM),Free,4.3,28.6663,77.23,Church of North India (CNI) / INTACH,"Name: St. James' Church (Skinner's Church). Category: Religious / Oldest Church in Delhi. Description: The oldest surviving church in Delhi, built in 1836 in a Neoclassical Greek-cross plan with an octagonal dome and copper sphere cross.. Location: Lothian Road, Near Kashmere Gate Metro, Old Delhi. Best Time: October to March (Sunday mornings 8:30 AM – 11:30 AM)."
60,Rashtrapati Bhavan & Raisina Hill,Memorials & Museums,Government / Monumental Heritage Architecture,"The official 340-room presidential palace of the President of India, spanning 330 acres atop Raisina Hill with an iconic Neo-classical copper dome.","Designed by Sir Edwin Lutyens and completed in 1929 as the Viceroy's House following the decision to shift the British Indian capital from Calcutta to Delhi in 1911. Integrating Western classical orders with Indian elements (chattris, jaalis, and elephant motifs), the palace transitioned to become Government House in 1947 and Rashtrapati Bhavan upon the presidency of Dr. Rajendra Prasad in 1950.",Direct perspective looking up the Rajpath / Kartavya Path incline through the Iron Forecourt Gates toward the massive Jaipur Column and central dome.,images/60/image_1.jpg,images/60/image_2.jpg,images/60/image_3.jpg,images/60/image_4.webp,images/60/image_5.webp,"Raisina Hill, Kartavya Path, New Delhi",October to March (Thursdays to Sundays for Circuit tours; Saturday morning Change of Guard ceremony),₹50 (Online slot booking on Rashtrapati Bhavan portal),4.7,28.6143,77.1996,"President's Secretariat, Rashtrapati Bhavan","Name: Rashtrapati Bhavan & Raisina Hill. Category: Government / Monumental Heritage Architecture. Description: The official 340-room presidential palace of the President of India, spanning 330 acres atop Raisina Hill with an iconic Neo-classical copper dome.. Location: Raisina Hill, Kartavya Path, New Delhi. Best Time: October to March (Thursdays to Sundays for Circuit tours; Saturday morning Change of Guard ceremony)."
61,Parliament House & Sansad Bhavan Complex,Memorials & Museums,Government / Democratic Heritage,"The democratic seat of India's Parliament, comprising the historic 1927 circular Samvidhan Sadan and the state-of-the-art 2023 triangular New Sansad Bhavan.","The historic circular Parliament House was designed by Sir Edwin Lutyens and Sir Herbert Baker, opened on 18 January 1927 by Viceroy Lord Irwin. It hosted the historic debates of the Constituent Assembly and the birth of India's Constitution on 26 January 1950. In May 2023, the modern triangular New Parliament House was dedicated to the nation by Prime Minister Narendra Modi, with the historic building designated as 'Samvidhan Sadan'.",Panoramic view showing the colonnaded circular Samvidhan Sadan alongside the triangular New Sansad Bhavan complex.,images/61/image_1.JPG,images/61/image_2.jpg,images/61/image_3.webp,images/61/image_4.webp,images/61/image_5.jpg,"Sansad Marg, Central Secretariat, New Delhi",October to March (Evening external architectural illumination),Free / Restricted access (Parliament Museum ticketed ₹10),4.5,28.617,77.2088,Lok Sabha Secretariat / CPWD,"Name: Parliament House & Sansad Bhavan Complex. Category: Government / Democratic Heritage. Description: The democratic seat of India's Parliament, comprising the historic 1927 circular Samvidhan Sadan and the state-of-the-art 2023 triangular New Sansad Bhavan.. Location: Sansad Marg, Central Secretariat, New Delhi. Best Time: October to March (Evening external architectural illumination)."
62,National Museum (Janpath),Memorials & Museums,Museum / Premier National Heritage,"India's premier museum housing over 200,000 priceless artifacts spanning 5,000 years of civilization from the Indus Valley Civilization to modern art.","Established in 1949 following a landmark exhibition of Indian art at Burlington House in London. The foundation stone of the present Janpath building was laid by Prime Minister Jawaharlal Nehru on 12 May 1955. Famous masterworks include the 4,500-year-old bronze 'Dancing Girl' from Mohenjo-daro, Holy Relics of Lord Buddha from Piprahwa, and exquisite Chola bronze sculptures.",The grand rotunda entrance hall showcasing ancient Mauryan and Harappan archaeological treasures.,images/62/image_1.jpeg,images/62/image_2.jpeg,images/62/image_3.jpeg,images/62/image_4.jpeg,images/62/image_5.jpeg,"Janpath, Near Rajpath / Kartavya Path, New Delhi",October to March (10:00 AM – 6:00 PM; Closed Mondays),"₹20 (Indians), ₹650 (Foreigners)",4.6,28.6118,77.2195,"Ministry of Culture, Government of India","Name: National Museum (Janpath). Category: Museum / Premier National Heritage. Description: India's premier museum housing over 200,000 priceless artifacts spanning 5,000 years of civilization from the Indus Valley Civilization to modern art.. Location: Janpath, Near Rajpath / Kartavya Path, New Delhi. Best Time: October to March (10:00 AM – 6:00 PM; Closed Mondays)."
63,National Rail Museum,Memorials & Museums,Museum / Transport & Open-Air Heritage,"An 11-acre open-air museum preserving India's rich 170-year railway heritage with vintage steam locomotives, royal saloons, and joy rides.","Inaugurated on 1 February 1977 as the Rail Transport Museum by Public Works Minister Kamalapati Tripathi. It preserves legendary locomotives including the 'Fairy Queen' (built in 1855, certified by Guinness as the world's oldest working steam locomotive), the royal saloons of the Maharaja of Baroda, and the unique Patiala State Monorail Trainway.",The gleaming green and brass vintage Fairy Queen 1855 steam locomotive parked along the heritage outdoor rail yard.,images/63/image_1.jpeg,images/63/image_2.jpeg,images/63/image_3.jpeg,images/63/image_4.avif,images/63/image_5.jpeg,"Chanakyapuri, New Delhi",October to March (10:00 AM – 5:00 PM; Closed Mondays; Ride toy train in afternoon),₹50 weekdays / ₹100 weekends (Adults); Toy train ticketed separately,4.5,28.5856,77.182,"Ministry of Railways, Government of India","Name: National Rail Museum. Category: Museum / Transport & Open-Air Heritage. Description: An 11-acre open-air museum preserving India's rich 170-year railway heritage with vintage steam locomotives, royal saloons, and joy rides.. Location: Chanakyapuri, New Delhi. Best Time: October to March (10:00 AM – 5:00 PM; Closed Mondays; Ride toy train in afternoon)."
64,National Gallery of Modern Art (NGMA - Jaipur House),Memorials & Museums,Museum / Modern & Contemporary Art,"The premier national art museum situated in the historic butterfly-shaped Jaipur House, showcasing over 17,000 modern and contemporary artworks.","Housed in Jaipur House, the former Delhi palace of the Maharaja of Jaipur designed by Sir Arthur Blomfield. Inaugurated on 29 March 1954 by Vice President Dr. S. Radhakrishnan. The museum preserves premier national collections of modern Indian art, including iconic masterworks by Raja Ravi Varma, Amrita Sher-Gil, Rabindranath Tagore, Nandalal Bose, M.F. Husain, and Tyeb Mehta.",The stately sandstone neoclassical rotunda of Jaipur House framed by open sculpture gardens.,images/64/Image_1.jpg,images/64/Image_2.jpg,images/64/Image_3.jpg,images/64/Image_4.jpg,images/64/Image_5.jpg,"Jaipur House, India Gate Hexagon, New Delhi",October to March (11:00 AM – 6:30 PM; Closed Mondays),"₹20 (Indians), ₹500 (Foreigners)",4.5,28.6099,77.2345,"Ministry of Culture, Government of India","Name: National Gallery of Modern Art (NGMA - Jaipur House). Category: Museum / Modern & Contemporary Art. Description: The premier national art museum situated in the historic butterfly-shaped Jaipur House, showcasing over 17,000 modern and contemporary artworks.. Location: Jaipur House, India Gate Hexagon, New Delhi. Best Time: October to March (11:00 AM – 6:30 PM; Closed Mondays)."
65,National Crafts Museum (Hastkala Akademi),Memorials & Museums,Museum / Traditional Folk Crafts & Village,A charming rustic open-air museum village celebrating India's rich handloom and handicraft heritage with living artisan courtyards.,"Conceived in the 1950s and 60s by cultural visionary Pupul Jayakar to preserve vanishing traditional village crafts. Architect Charles Correa designed the rustic open courtyard building complex in the 1970s. It features 35,000 rare artifacts including tribal paintings, woodcarvings, terracottas, bronzes, textiles, and authentic recreated mud-huts representing diverse regional Indian states.",The leafy open-air Village Complex courtyard with master artisans practicing live weaving and pottery beneath wooden carved pillars.,images/65/Image_1.jpg,images/65/Image_2.jpg,images/65/Image_3.png,images/65/Image_4.jpg,images/65/Image_5.jpg,"Bhairon Marg, Pragati Maidan, New Delhi",October to March (10:00 AM – 6:00 PM; Closed Mondays; Cafe Lota on site),"₹20 (Indians), ₹300 (Foreigners)",4.5,28.6138,77.2426,Development Commissioner for Handicrafts / Ministry of Textiles,"Name: National Crafts Museum (Hastkala Akademi). Category: Museum / Traditional Folk Crafts & Village. Description: A charming rustic open-air museum village celebrating India's rich handloom and handicraft heritage with living artisan courtyards.. Location: Bhairon Marg, Pragati Maidan, New Delhi. Best Time: October to March (10:00 AM – 6:00 PM; Closed Mondays; Cafe Lota on site)."
